id,communique,libelle_poste,libelle_emploi_rome,code_emploi_rome,numero,date_mis_en_ligne,libelle_collectivite,libelle_corps_grade,libelle_corps_grade_2,libelle_domaine,libelle_domaine_2,duree_residence_exigee,date_a_pourvoir,date_a_pourvoir_libelle,direction_libelle,direction_acronyme,service_libelle,lieu_travail,date_creation,date_cloture,presentation,emploi_resp,mission,activites_principales,activites_secondaires,conditions_particulieres,savoir,savoir_faire,comportements,commentaire_republication,contact,contact_telephone,contact_email,contact_secondaire,contact_secondaire_telephone,contact_secondaire_email,collectivite_nom_rh,collectivite_adresse_depot,collectivite_adresse_postale,collectivite_email,collectivitefax,statut,nb_postes_a_pourvoir,a_pourvoir_autre,url_pdf
63523,0,Gestionnaire comptable,"Gestionnaire comptable, Technicien comptable",M1203-3,26-0605,2026-04-23,Caisse des écoles de Nouméa,rédacteur,,,,,,susceptible d'être vacant,Caisse des écoles de Nouméa,CDE Nouméa,,Nouméa,2026-04-22 10:22:25+11:00,2026-05-21,,Gestionnaire comptable,,,,,,,,,,,,,,,,,,,,PUBLIE,1,,https://data.gouv.nc/explore/dataset/avis-de-vacances-de-poste-avp-drhfpnc/files/66c106665f8dfea8374ead1b526fa153/download/
62895,0,Gestionnaire paie,Assistant carrières et paie,M1501-3,26-62895/MPRH,2026-04-30,Nouvelle-Calédonie,rédacteur,,,,,2026-09-01 00:00:00+11:00,vacant à partir du,Direction des ressources humaines et de la fonction publique de Nouvelle-Calédonie,DRHFPNC,Service gestion des ressources humaines de la collectivité Nouvelle-Calédonie,Nouméa,2026-03-19 13:13:21+11:00,2026-05-21,"La direction des ressources humaines et de la fonction publique de Nouvelle-Calédonie est chargée d'assurer la mise en oeuvre de la politique des ressources humaines de la Nouvelle-Calédonie, la gestion statutaire des fonctionnaires et la réglementation en matière de fonction publique.

Pour ce faire, elle s'est fortement engagée dans la transformation de l'administration, dont l'objectif est notamment de moderniser la fonction publique, en veillant à la qualité de vie au travail et à a maîtrise des dépenses publiques.",Gestionnaire de la paie,"Sous l'autorité du chef de service, le gestionnaire paie est chargé de la rémunération des personnels de la collectivité.","Elaborer les fiches de paie individuelle :
- collecter, analyser et saisir les éléments susceptibles d'avoir une incidence sur les salaires ;
- assurer le contrôle des saisies et des impacts sur la paie ;
- calculer les indemnités ou les éléments variables et les soldes de tout compte.

Participer à la fiabilisation des dépenses de personnel :
- participer à l'élaboration des documents de synthèse (indicateurs, variation de la paie, coût des entrées et des sorties etc.) ;
- contrôler le paramétrage du SIRH et la cohérence avec les outils automatisés de calcul ;
- participer à la veille des paramètres de paie ;
- établir les états des sommes dues par les agents.

Participer à la gestion des ressources humaines :
- renseigner les agents sur leurs pertes de salaire ;
- alerter et informer sur les écarts importants ;
- procéder aux simulations de salaire ;
- participer aux études de coûts ;
- participer et mettre en oeuvre les campagnes annuelles (prestations familiales, révision des indemnités différentielles etc.).","- En cas d'absence de l'un des collègues, assurer leur remplacement.",,"- Bonne connaissance des statuts de la fonction publique de Nouvelle-Calédonie et droit du travail ;
- Bonne connaissance des statuts des organismes sociaux et réglementation applicable en matière de protection sociale ;
- Règles de rémunération par statut et des charges sociales.","- Maîtriser parfaitement les outils bureautiques (GSuite, Word, Excel) ;
- Utiliser des applications métiers (Tiarhé, Jira, Surfi)","- Sens prononcé de l'organisation ;
- Qualités relationnelles et sens de l'écoute ;
- Sens de l'initiative et autonomie.",,Ludovic PRIGENT,,ludovic.prigent@gouv.nc,,,,la direction des ressources humaines et de la fonction publique de Nouvelle Calédonie,Bureaux 106 et 107 - Section recrutement - DRHFPNC - Centre administratif Jacques Iékawé - 1er étage - 18 avenue Paul Doumer - Centre-ville de Nouméa,B.P M2 - 98849 Nouméa cedex,drhfpnc.recrutement@gouv.nc,,PUBLIE,3,,https://data.gouv.nc/explore/dataset/avis-de-vacances-de-poste-avp-drhfpnc/files/d919620f783463457c562c0e7a069703/download/
63762,0,Educateur spécialisé en addictologie,,,26-0700,2026-05-07,Province des îles Loyauté,assistant socio-éducatif,,,,,,immédiatement,Province des îles Loyauté,PIL,,,2026-05-06 11:06:45+11:00,2026-05-28,,Inspecteur,,,,,,,,,,,,,,,"la direction de l'administration générale de la province des îles Loyauté, service des RH",Hôtel de la province des îles Loyauté à Wé - Lifou,BP 50 - 98820 WE LIFOU,dag-recrutement@loyalty.nc,45.51.30,PUBLIE,0,,https://data.gouv.nc/explore/dataset/avis-de-vacances-de-poste-avp-drhfpnc/files/e442dfe148cc9ed67ff681db4230d5c7/download/
63973,0,"Chargé des affaires juridiques et chargé de projet ""elections professionnelles",,,26-0748,2026-05-14,Vice-rectorat,attaché,,,,,2026-07-01 00:00:00+11:00,date,Vice-rectorat,VR,,,2026-05-13 14:37:53+11:00,2026-06-04,,Inspecteur,,,,,,,,,,,,,,,,,,,,PUBLIE,4,,https://data.gouv.nc/explore/dataset/avis-de-vacances-de-poste-avp-drhfpnc/files/708fa77ddc3c2f7a0dfa5c3ae6856b6d/download/
63662,0,Gestionnaire des ressources humaines,,,26-0654,2026-04-30,Ville du Mont-Dore,rédacteur,,,,,,immédiatement,Ville du Mont-Dore,,,,2026-04-30 08:53:48+11:00,2026-05-21,,Inspecteur,,,,,,,,,,,,,,,,,,,,PUBLIE,0,,https://data.gouv.nc/explore/dataset/avis-de-vacances-de-poste-avp-drhfpnc/files/dd4335b979c54c21da0d3afc15bfdbb9/download/
63666,0,Secrétaire de direction,,,26-0671,2026-04-30,Congrès de la Nouvelle-Calédonie,rédacteur,,,,,,susceptible d'être vacant,Congrès de la Nouvelle-Calédonie,CNC,,,2026-04-30 12:35:20+11:00,2026-05-21,,Inspecteur,,,,,,,,,,,,,,,,,,,,PUBLIE,1,,https://data.gouv.nc/explore/dataset/avis-de-vacances-de-poste-avp-drhfpnc/files/7d470acedb29cabe19f93704c6271d88/download/
63760,0,Chef de subdivision contrôle,,,26-0698,2026-05-07,Direction de l'aviation civile,ingénieur des études et de l'exploitation,,,,,,immédiatement,Direction de l'aviation civile,DAC,,,2026-05-06 11:01:27+11:00,2026-05-28,,Inspecteur,,,,,,,,,,,,,,,la direction de l'aviation civile,179 rue Roger GERVOLINO - Magenta,B.P.  H1 98849 Nouméa cedex,dac-nc-sa-bpers@aviation-civile.gouv.fr,,PUBLIE,0,,https://data.gouv.nc/explore/dataset/avis-de-vacances-de-poste-avp-drhfpnc/files/237e94e3f464fbe178eccd58d0309232/download/
63928,0,Chargé d'affaires Télécom Grand Comptes - AE,,,26-0624,2026-05-14,Office des postes et télécommunications,cadre d'exploitation,contrôleur,,,,,immédiatement,Office des postes et télécommunications,OPT,,,2026-05-13 12:56:31+11:00,2026-06-04,,Inspecteur,,,,,,,,,,,,,,,,,,,,PUBLIE,0,,https://data.gouv.nc/explore/dataset/avis-de-vacances-de-poste-avp-drhfpnc/files/dc896c21b51524be10656637f0b0d108/download/
63724,0,Chargé(e) de la comitologie et des relations transverses - Service pilotage et performance,,,26-0680,2026-05-07,Office des postes et télécommunications,cadre d'exploitation,contrôleur,,,,,susceptible d'être vacant,Office des postes et télécommunications,OPT,,,2026-05-05 09:47:20+11:00,2026-05-28,,Inspecteur,,,,,,,,,,,,,,,,,,,,PUBLIE,1,,https://data.gouv.nc/explore/dataset/avis-de-vacances-de-poste-avp-drhfpnc/files/f2ee86096f24dd570796ab925d5b3932/download/
63837,0,Chef de section SAV - CPMC,,,26-0717,2026-05-07,Office des postes et télécommunications,cadre technique,,,,,,susceptible d'être vacant,Office des postes et télécommunications,OPT,,,2026-05-07 07:37:19+11:00,2026-05-28,,Inspecteur,,,,,,,,,,,,,,,,,,,,PUBLIE,1,,https://data.gouv.nc/explore/dataset/avis-de-vacances-de-poste-avp-drhfpnc/files/4fac4d8ae02775a03fe834fa53c63be4/download/
63717,0,Chargé(e) de partenariats - service Expérience client,,,26-0673,2026-05-07,Office des postes et télécommunications,cadre d'exploitation,,,,,,immédiatement,Office des postes et télécommunications,OPT,,,2026-05-05 09:35:54+11:00,2026-05-28,,Inspecteur,,,,,,,,,,,,,,,,,,,,PUBLIE,0,,https://data.gouv.nc/explore/dataset/avis-de-vacances-de-poste-avp-drhfpnc/files/2726adfeb7e9c3259fe2523b269f192e/download/
63736,0,Assistant(e) commercial(e) - section expérience commerciale,,,26-0692,2026-05-07,Office des postes et télécommunications,contrôleur,,,,,,susceptible d'être vacant,Office des postes et télécommunications,OPT,,,2026-05-05 10:12:07+11:00,2026-05-28,,Inspecteur,,,,,,,,,,,,,,,,,,,,PUBLIE,1,,https://data.gouv.nc/explore/dataset/avis-de-vacances-de-poste-avp-drhfpnc/files/9823d4ecc9f978c0f17ca7444f040689/download/
63730,0,Chargé(e) de relation client et vente - section relation clientèle,,,26-0686,2026-05-07,Office des postes et télécommunications,agent d'exploitation,,,,,,susceptible d'être vacant,Office des postes et télécommunications,OPT,,,2026-05-05 10:02:37+11:00,2026-05-28,,Inspecteur,,,,,,,,,,,,,,,,,,,,PUBLIE,1,,https://data.gouv.nc/explore/dataset/avis-de-vacances-de-poste-avp-drhfpnc/files/a563169faf59c5df48fdf8059ab0c0ff/download/
63976,0,Conseiller financier multi canal - Service relations clients,,,26-0751,2026-05-14,Office des postes et télécommunications,contrôleur,,,,,,autre,Office des postes et télécommunications,OPT,,,2026-05-13 14:44:02+11:00,2026-06-04,,Inspecteur,,,,,,,,,,,,,,,,,,,,PUBLIE,5,vacant,https://data.gouv.nc/explore/dataset/avis-de-vacances-de-poste-avp-drhfpnc/files/d9ea9d774ef01ef402ddd5eed06b34f5/download/
63803,0,Chef(fe) de centre - Agence Entreprises,,,26-0712,2026-05-07,Office des postes et télécommunications,cadre technique,,,,,,immédiatement,Office des postes et télécommunications,OPT,,,2026-05-06 14:44:36+11:00,2026-05-28,,Inspecteur,,,,,,,,,,,,,,,,,,,,PUBLIE,0,,https://data.gouv.nc/explore/dataset/avis-de-vacances-de-poste-avp-drhfpnc/files/c3432e374d09377b3c2b9ec9fb2e004a/download/
63725,0,Chef(fe) de section appui stratégique - service pilotage et performance,,,26-0681,2026-05-07,Office des postes et télécommunications,cadre d'exploitation,,,,,,susceptible d'être vacant,Office des postes et télécommunications,OPT,,,2026-05-05 09:49:00+11:00,2026-05-28,,Inspecteur,,,,,,,,,,,,,,,,,,,,PUBLIE,1,,https://data.gouv.nc/explore/dataset/avis-de-vacances-de-poste-avp-drhfpnc/files/fbe87dd1f912b7f4848ccdf93eaa943e/download/
63971,0,Psychologue - service développement des compétences,,,26-0746,2026-05-14,Office des postes et télécommunications,psychologue,,médico-sociale et travail,,,2026-10-19 00:00:00+11:00,date,Office des postes et télécommunications,OPT,,,2026-05-13 14:33:43+11:00,2026-06-04,,Inspecteur,,,,,,,,,,,,,,,,,,,,PUBLIE,4,,https://data.gouv.nc/explore/dataset/avis-de-vacances-de-poste-avp-drhfpnc/files/78929e47a20fc7188db1bfd08fa8dcd9/download/
63735,0,Chargé(e) de l'animation commerciale - section expérience commerciale,,,26-0691,2026-05-07,Office des postes et télécommunications,cadre d'exploitation,,,,,,susceptible d'être vacant,Office des postes et télécommunications,OPT,,,2026-05-05 10:10:32+11:00,2026-05-28,,Inspecteur,,,,,,,,,,,,,,,,,,,,PUBLIE,1,,https://data.gouv.nc/explore/dataset/avis-de-vacances-de-poste-avp-drhfpnc/files/3eb212cf7e1ca947d2656bdb7bb29b2c/download/
63729,0,Che(fe) de service pilotage et performance - service pilotage et performance,,,26-0685,2026-05-07,Office des postes et télécommunications,cadre d'exploitation,,,,,,susceptible d'être vacant,Office des postes et télécommunications,OPT,,,2026-05-05 09:57:26+11:00,2026-05-28,,Inspecteur,,,,,,,,,,,,,,,,,,,,PUBLIE,1,,https://data.gouv.nc/explore/dataset/avis-de-vacances-de-poste-avp-drhfpnc/files/cf4866af38a7fb470d87d1cea71286a0/download/
63728,0,Chef(fe) de projet - Service Pilotage et Performance,,,26-0684,2026-05-07,Office des postes et télécommunications,cadre d'exploitation,,,,,,susceptible d'être vacant,Office des postes et télécommunications,OPT,,,2026-05-05 09:54:27+11:00,2026-05-28,,Inspecteur,,,,,,,,,,,,,,,,,,,,PUBLIE,1,,https://data.gouv.nc/explore/dataset/avis-de-vacances-de-poste-avp-drhfpnc/files/050299f7287ff459b4b93265507000a9/download/
63974,0,Cadre de santé nuit,,,26-0749,2026-05-14,"Centre hospitalier spécialisé ""Albert Bousquet""",cadre de santé,,Cadre de santé,,,,immédiatement,"Centre hospitalier spécialisé ""Albert Bousquet""",CHS,,,2026-05-13 14:39:23+11:00,2026-06-04,,Inspecteur,,,,,,,,,,,,,,,,,,,,PUBLIE,0,,https://data.gouv.nc/explore/dataset/avis-de-vacances-de-poste-avp-drhfpnc/files/5ac95602df9d9198e168f4edd662aba5/download/
63783,0,Chef de bureau de la prévention des risques professionnels et de la santé au travail,,,26-0708,2026-05-07,"Centre hospitalier spécialisé ""Albert Bousquet""",ingénieur,,Economie rurale,,,,immédiatement,"Centre hospitalier spécialisé ""Albert Bousquet""",CHS,,,2026-05-06 13:53:06+11:00,2026-05-28,,Inspecteur,,,,,,,,,,,,,,,,,,,,PUBLIE,0,,https://data.gouv.nc/explore/dataset/avis-de-vacances-de-poste-avp-drhfpnc/files/9392ae1ad061b187b3031bab2fdace47/download/
63982,0,2 Technicien(ne)s de laboratoires,,,26-0757,2026-05-14,"Centre hospitalier territorial ""Gaston Bourret""",technicien de laboratoire,,Médico-technique,,,,immédiatement,"Centre hospitalier territorial ""Gaston Bourret""",CHT,,,2026-05-13 14:56:51+11:00,2026-06-04,,Inspecteur,,,,,,,,,,,,,,,Direction des Ressources Humaines / Cellule recrutement,Direction des Ressources Humaines - Cellule recrutement - Médipôle Koutio,BP J5-98849 - Nouméa cedex,kelly.miloud@cht.nc,,PUBLIE,0,,https://data.gouv.nc/explore/dataset/avis-de-vacances-de-poste-avp-drhfpnc/files/8fe551c545701543390d177f7ba4817d/download/
63983,0,3 Aide-soignant(e)s en orthopédie 2,,,26-0758,2026-05-14,"Centre hospitalier territorial ""Gaston Bourret""",aide-soignant,,Aide-soignant,,,,immédiatement,"Centre hospitalier territorial ""Gaston Bourret""",CHT,,,2026-05-13 14:58:22+11:00,2026-06-04,,Inspecteur,,,,,,,,,,,,,,,Direction des Ressources Humaines / Cellule recrutement,Direction des Ressources Humaines - Cellule recrutement - Médipôle Koutio,BP J5-98849 - Nouméa cedex,kelly.miloud@cht.nc,,PUBLIE,0,,https://data.gouv.nc/explore/dataset/avis-de-vacances-de-poste-avp-drhfpnc/files/6d21924ffa3036a6465b9b2e9645132a/download/
63984,0,4 Aide-soignant(e)s au bloc opératoire,,,26-0759,2026-05-14,"Centre hospitalier territorial ""Gaston Bourret""",aide-soignant,,Aide-soignant,,,,immédiatement,"Centre hospitalier territorial ""Gaston Bourret""",CHT,,,2026-05-13 14:59:43+11:00,2026-06-04,,Inspecteur,,,,,,,,,,,,,,,Direction des Ressources Humaines / Cellule recrutement,Direction des Ressources Humaines - Cellule recrutement - Médipôle Koutio,BP J5-98849 - Nouméa cedex,kelly.miloud@cht.nc,,PUBLIE,0,,https://data.gouv.nc/explore/dataset/avis-de-vacances-de-poste-avp-drhfpnc/files/bd0e5c07e1fec90bf5dd0c23fe294dee/download/
63653,0,Inrfirmier(e) en neuro-diabétologie,,,26-0664,2026-04-30,"Centre hospitalier territorial ""Gaston Bourret""",infirmier en soins généraux,,Infirmiers,,,,immédiatement,"Centre hospitalier territorial ""Gaston Bourret""",CHT,,,2026-04-30 08:33:49+11:00,2026-05-21,,Inspecteur,,,,,,,,,,,,,,,Direction des Ressources Humaines / Cellule recrutement,Direction des Ressources Humaines - Cellule recrutement - Médipôle Koutio,BP J5-98849 - Nouméa cedex,kelly.miloud@cht.nc,,PUBLIE,0,,https://data.gouv.nc/explore/dataset/avis-de-vacances-de-poste-avp-drhfpnc/files/f29e9af2fdcfe8037ed20f56fdcf9c9f/download/
63652,0,Infirmièr(e) aux urgences,,,26-0665,2026-04-30,"Centre hospitalier territorial ""Gaston Bourret""",infirmier en soins généraux,,Infirmiers,,,2026-06-01 00:00:00+11:00,date,"Centre hospitalier territorial ""Gaston Bourret""",CHT,,,2026-04-30 08:31:48+11:00,2026-05-21,,Inspecteur,,,,,,,,,,,,,,,Direction des Ressources Humaines / Cellule recrutement,Direction des Ressources Humaines - Cellule recrutement - Médipôle Koutio,BP J5-98849 - Nouméa cedex,kelly.miloud@cht.nc,,PUBLIE,4,,https://data.gouv.nc/explore/dataset/avis-de-vacances-de-poste-avp-drhfpnc/files/351aa38ec3221f267d38538583c0de63/download/
63861,0,Cadre de santé service oncologie soins palliatifs,,,26-0734,2026-05-07,"Centre hospitalier territorial ""Gaston Bourret""",cadre de santé,,Cadre de santé,,,2026-07-01 00:00:00+11:00,date,"Centre hospitalier territorial ""Gaston Bourret""",CHT,,,2026-05-07 08:39:47+11:00,2026-05-28,,Inspecteur,,,,,,,,,,,,,,,Direction des Ressources Humaines / Cellule recrutement,Direction des Ressources Humaines - Cellule recrutement - Médipôle Koutio,BP J5-98849 - Nouméa cedex,kelly.miloud@cht.nc,,PUBLIE,4,,https://data.gouv.nc/explore/dataset/avis-de-vacances-de-poste-avp-drhfpnc/files/bd3098be232626b2eaea25a2e1fdb5fc/download/
63766,0,Responsable  Cybersécurité et Résilience Réseau,,,26-0705,2026-05-07,Office des postes et télécommunications,cadre technique,,,,,,immédiatement,Office des postes et télécommunications,OPT,,,2026-05-06 11:15:23+11:00,2026-05-28,,Inspecteur,,,,,,,,,,,,,,,,,,,,PUBLIE,0,,https://data.gouv.nc/explore/dataset/avis-de-vacances-de-poste-avp-drhfpnc/files/2a6abf2880b0a5ed17a785a419098c96/download/
63659,0,Chef de service,,,26-0657,2026-04-30,Province Nord,ingénieur,,Economie rurale,,,,autre,Province Nord,PVN,,,2026-04-30 08:46:45+11:00,2026-05-21,,Inspecteur,,,,,,,,,,,,,,,,,,,,PUBLIE,5,Réorganisation interne,https://data.gouv.nc/explore/dataset/avis-de-vacances-de-poste-avp-drhfpnc/files/7f8197e716309cb1e6d9ccdfd7f55d2d/download/
63856,0,Mécanicien secteur Touho,,,26-0729,2026-05-07,Province Nord,ACDP-Grille rémunération 2-Diplôme niveau V,,,,,,immédiatement,Province Nord,PVN,,,2026-05-07 08:30:19+11:00,2026-05-28,,Inspecteur,,,,,,,,,,,,,,,,,,,,PUBLIE,0,,https://data.gouv.nc/explore/dataset/avis-de-vacances-de-poste-avp-drhfpnc/files/2d6422c552f14c62c48b5b12ed6b2b32/download/
63980,0,Chargé d'opérations à Canala,,,26-0755,2026-05-14,Province Nord,technicien,,Equipement,,,,immédiatement,Province Nord,PVN,,,2026-05-13 14:52:51+11:00,2026-06-04,,Inspecteur,,,,,,,,,,,,,,,,,,,,PUBLIE,0,,https://data.gouv.nc/explore/dataset/avis-de-vacances-de-poste-avp-drhfpnc/files/dc5ef170c1de87d3f25995a301a4be2e/download/
63020,0,Assistant(e) social(e) de secteur (Ponérihouen),,,26-0439,2026-03-26,Province Nord,assistant socio-éducatif,,,,,,immédiatement,Province Nord,PVN,,,2026-03-25 10:54:44+11:00,2026-06-04,,Inspecteur,,,,,,,,La date de clôture initialement prévue le 15/05/2026 a été reportée.,,,,,,,,,,,,PUBLIE,0,,https://data.gouv.nc/explore/dataset/avis-de-vacances-de-poste-avp-drhfpnc/files/1e2d0e8426ef800a7f6ce376035fe7a2/download/
62372,0,MEDECIN,,,26-0242,2026-02-12,Province Nord,médecin de santé publique,,,,,,immédiatement,Province Nord,PVN,,,2026-02-11 13:28:43+11:00,2026-05-28,,Inspecteur,,,,,,,,,,,,,,,,,,,,PUBLIE,0,,https://data.gouv.nc/explore/dataset/avis-de-vacances-de-poste-avp-drhfpnc/files/d7a6a45cde7e97ca6b63c2966efb09eb/download/
62376,0,ORTHOPHONISTE,,,26-0247,2026-02-12,Province Nord,orthophoniste,,Rééducation,,,,immédiatement,Province Nord,PVN,,,2026-02-11 13:38:43+11:00,2026-05-28,,Inspecteur,,,,,,,,,,,,,,,,,,,,PUBLIE,0,,https://data.gouv.nc/explore/dataset/avis-de-vacances-de-poste-avp-drhfpnc/files/287bfa6e14b13c22849651f2942d8c1f/download/
62370,0,MEDECIN,,,26-0241,2026-02-12,Province Nord,médecin de santé publique,,,,,,immédiatement,Province Nord,PVN,,,2026-02-11 13:25:17+11:00,2026-05-28,,Inspecteur,,,,,,,,,,,,,,,,,,,,PUBLIE,0,,https://data.gouv.nc/explore/dataset/avis-de-vacances-de-poste-avp-drhfpnc/files/8a20a2642c8356a22acb280ced93ce7d/download/
62374,0,MEDECIN,,,26-0245,2026-02-12,Province Nord,médecin de santé publique,,,,,,immédiatement,Province Nord,PVN,,,2026-02-11 13:32:12+11:00,2026-05-28,,Inspecteur,,,,,,,,,,,,,,,,,,,,PUBLIE,0,,https://data.gouv.nc/explore/dataset/avis-de-vacances-de-poste-avp-drhfpnc/files/43247d03cecdf61a20f76cfd4d9ceb8e/download/
62373,0,MEDECIN,,,26-0243,2026-02-12,Province Nord,médecin de santé publique,,,,,,immédiatement,Province Nord,PVN,,,2026-02-11 13:29:28+11:00,2026-05-28,,Inspecteur,,,,,,,,,,,,,,,,,,,,PUBLIE,0,,https://data.gouv.nc/explore/dataset/avis-de-vacances-de-poste-avp-drhfpnc/files/bed25c582e79be53260ab9521b5f637a/download/
63637,0,Infirmier(ère) à l'UPASS de l'Ile des Pins,,,26-0647,2026-04-30,Province Sud,infirmier en soins généraux,,Infirmiers,,,,immédiatement,Province Sud,PVS,,,2026-04-30 07:52:02+11:00,2026-05-21,,Inspecteur,,,,,,,,,,,,,,,,,,,,PUBLIE,0,,https://data.gouv.nc/explore/dataset/avis-de-vacances-de-poste-avp-drhfpnc/files/11384212ca2775cbf0e146ccdd77c8ff/download/
63635,0,Ifirmier(ère) en puériculture,,,26-0645,2026-04-30,Province Sud,puéricultrice,,Infirmiers,,,,immédiatement,Province Sud,PVS,,,2026-04-30 07:44:41+11:00,2026-05-21,,Inspecteur,,,,,,,,,,,,,,,,,,,,PUBLIE,0,,https://data.gouv.nc/explore/dataset/avis-de-vacances-de-poste-avp-drhfpnc/files/c2df5872809b894d1923d984ca9a6ba8/download/
63970,0,Accompagnateur de jour au sein de la maison de l'enfance de Bourail,,,26-0745,2026-05-14,Province Sud,ACDP-Grille rémunération 2-Diplôme niveau V,,,,,2026-11-01 00:00:00+11:00,date,Province Sud,PVS,,,2026-05-13 14:31:45+11:00,2026-06-04,,Inspecteur,,,,,,,,,,,,,,,,,,,,PUBLIE,4,,https://data.gouv.nc/explore/dataset/avis-de-vacances-de-poste-avp-drhfpnc/files/a449b02f7cad1b3965d5caea05c8df51/download/
63636,0,Travailleur social chargé des PEAD au service de protection de l'enfance (BAFS),,,26-0646,2026-04-30,Province Sud,assistant socio-éducatif,,,,,,immédiatement,Province Sud,PVS,,,2026-04-30 07:48:31+11:00,2026-05-21,,Inspecteur,,,,,,,,,,,,,,,,,,,,PUBLIE,0,,https://data.gouv.nc/explore/dataset/avis-de-vacances-de-poste-avp-drhfpnc/files/865028fba71cea6707dfd8aec12160ef/download/
63756,0,Agent de gardiennage et de surveillance,,,26-0694,2026-05-07,Province Sud,ACDP-Grille rémunération 1-Sans diplôme,,,,,,immédiatement,Province Sud,PVS,,,2026-05-06 10:53:03+11:00,2026-05-28,,Inspecteur,,,,,,,,,,,,,,,,,,,,PUBLIE,0,,https://data.gouv.nc/explore/dataset/avis-de-vacances-de-poste-avp-drhfpnc/files/6735d8b2de61e7044b74abc64e2ccbab/download/
63905,0,Agent de gardiennage et de surveillance,,,26-0743,2026-05-11,Province Sud,ACDP-Grille rémunération 1-Sans diplôme,,,,,,immédiatement,Province Sud,PVS,,,2026-05-12 11:49:24+11:00,2026-05-28,,Inspecteur,,,,,,,,,,,,,,,,,,,,PUBLIE,0,,https://data.gouv.nc/explore/dataset/avis-de-vacances-de-poste-avp-drhfpnc/files/22f28d6c6154e0f49bf9ee4fb30e8aba/download/
63944,0,Médecin au centre médico-scolaire,,,26-0738,2026-05-14,Province Sud,médecin de santé publique,,,,,,immédiatement,Province Sud,PVS,,,2026-05-13 13:40:11+11:00,2026-06-04,,Inspecteur,,,,,,,,,,,,,,,,,,,,PUBLIE,0,,https://data.gouv.nc/explore/dataset/avis-de-vacances-de-poste-avp-drhfpnc/files/d54b9c6e2e64b8cdfa0aae6f0db07a3d/download/
63536,0,1 référent carrière et temps de travail / analyste de gestion,,,26-0620,2026-04-23,,rédacteur d'administration générale,attaché d'administration générale,,,,,immédiatement,,,,,2026-04-22 11:28:01+11:00,2026-06-11,,Inspecteur,,,,,,,,,,,,,,,,,,,,PUBLIE,0,,https://data.gouv.nc/explore/dataset/avis-de-vacances-de-poste-avp-drhfpnc/files/a3461d64bf22285fdf7defb5df09ec23/download/
63990,0,Agent gestionnaire polyvalent élections,,,26-0765,2026-05-14,,adjoint administratif,,,,,2026-07-01 00:00:00+11:00,date,,,,,2026-05-13 15:14:18+11:00,2026-06-04,,Inspecteur,,,,,,,,,,,,,,,,,,,,PUBLIE,4,,https://data.gouv.nc/explore/dataset/avis-de-vacances-de-poste-avp-drhfpnc/files/e887b83a8f35e84ed8661d3aa6bab0aa/download/
63657,0,4 agents d'office,,,26-0660,2026-04-30,,ACDP-Grille rémunération 1-Sans diplôme,,,,,2026-07-01 00:00:00+11:00,date,,,,,2026-04-30 08:41:47+11:00,2026-05-21,,Inspecteur,,,,,,,,,,,,,,,,,,,,PUBLIE,4,,https://data.gouv.nc/explore/dataset/avis-de-vacances-de-poste-avp-drhfpnc/files/2f702527bc6626785276c4ac1e5cf5ce/download/
63643,0,Assistant(e) de gestion au responsable de la station de recherche agronomique de l'IAC à Pocquereux,,,26-0651,2026-04-30,Institut agronomique calédonien,adjoint administratif,,,,,,immédiatement,,,,,2026-04-30 08:07:57+11:00,2026-05-21,,Inspecteur,,,,,,,,,,,,,,,,,,,,PUBLIE,0,,https://data.gouv.nc/explore/dataset/avis-de-vacances-de-poste-avp-drhfpnc/files/27eccbd2146ac4e29a4d734cad6f9616/download/
63975,0,Chargé d'action - chargé d'intervention sociale,,,26-0750,2026-05-14,,moniteur socio-éducatif,,,,,,immédiatement,,,,,2026-05-13 14:41:05+11:00,2026-06-04,,Inspecteur,,,,,,,,,,,,,,,,,,,,PUBLIE,0,,https://data.gouv.nc/explore/dataset/avis-de-vacances-de-poste-avp-drhfpnc/files/8272c698cfd4a87fdbee47b87c8c3fc4/download/
63606,0,Cantinière,,,26-0633,2026-04-30,,ACDP-Grille rémunération 1-Sans diplôme,,,,,,immédiatement,,,,,2026-04-29 09:09:27+11:00,2026-05-21,,Inspecteur,,,,,,,,,,,,,,,,,,,,PUBLIE,0,,https://data.gouv.nc/explore/dataset/avis-de-vacances-de-poste-avp-drhfpnc/files/cc70b1d1f758fab89ec0a5ea1bd5d535/download/
63322,0,1 éducateur de rue,,,26-0545,2026-04-09,,assistant socio-éducatif,,,,,,immédiatement,,,,,2026-04-09 07:59:42+11:00,2026-05-21,,Inspecteur,,,,,,,,,,,,,,,,,,,,PUBLIE,0,,https://data.gouv.nc/explore/dataset/avis-de-vacances-de-poste-avp-drhfpnc/files/9fb205132f5823c067eafd0c87104cbd/download/
63655,0,Directeur de cabinet,,,26-0662,2026-04-30,,emploi fonctionnel,,,,,2026-07-01 00:00:00+11:00,date,,,,,2026-04-30 08:36:39+11:00,2026-05-21,,Inspecteur,,,,,,,,,,,,,,,,,,,,PUBLIE,4,,https://data.gouv.nc/explore/dataset/avis-de-vacances-de-poste-avp-drhfpnc/files/0ddf269c91edf5affb72c1a79b842261/download/
